feature,label
(()()()()()()()(())()()((()))(,))
(((,)))
(()()()(()(()))(()(()())())(())(,))
((()()()()(())())(),)
(()((())()(),))
((()()()(()(())())())(())(,))
((()())()((())()()(()(())),))
(()(()(()(()())(()())),))
((())()((()())()(())()(),))
((()(())(())()(()))()(()())(((),)))
((()((())(()))(()()()()()(,))))
(()()()(())()(()()()((,))))
((()())(())(),)
(()()()((((()()))()(()()())))(()(),))
(()(()()()())(()()()()(())())(),)
(((((()()))((())))()(),))
((())(())(())()()()()((),))
(()(()(),))
(((()()())()()()(())(),))
(((()))(()()()()()()()()(())())()(),)
(()()((())((())()())()()()(())()(),))
(()(),)
,
,
((()()((()()()()()))((()(()))()(()))),)
(()()()()()()(()()()()(()(())))(,))
(()(())()()()()()(,))
(((),))
,
((()())((()())(())()())()(())((()))(,))
(((()))()((())(()))()()(()()(,)))
(()()(())()()()(((,))))
(,)
(()()((()()(()))()()())(,))
(((()),))
(()()()()(()()((())()()())()())(,))
((()())(())()()((()()))(()),)
(()(()()()(())()()()()(),))
(()()(()()())()(()(((,)))))
(((()(())()(,))))
((()()()()()()((,))))
(()(())()((,)))
(()()((),))
(((()())(()()()()))((()()(),)))
(((())(())()()()()()()()()((,))))
(()((()()())()())()((,)))
(()(())(())((()())()(()))((),))
((,))
(()(())()()(,))
(((()))((())),)
((()((()()))())()(),)
((())(()((())))()()()()((())),)
(((()(()))()(())(()()),))
((()()()(())(())()()()())()(),)
(()()(())(,))
(()((()((((())))(,)))))
(()()(())(()()(())()()())()()()(,))
(()()()()()()(,))
(()(())()()()()()(()())(),)
((())(())((())(())(,)))
((())((((())))())(((())(()))),)
(((())),)
(((()(()))()()()()())()()()(,))
,
,
((())()()()()(())(()((())()),))
((,))
(()(),)
(()()()()()()((,)))
(()(())(()()()())(()())((,)))
(()(()()()()()(())()())((),))
(()(),)
(()(())()()(())()()((()(,))))
((()())()()((()))()(())(()())(),)
(()(())(()),)
((()()(((()))(),)))
((()())(()()()()()),)
((())()()(())()()(())(,))
(()((),))
((())(((,))))
((())(()())(((()))()())(,))
(()()()(())()(()),)
(((()(())()),))
((()())(()())((),))
(()(()(()))()()(()())((,)))
(((()),))
,
((()()())()()(()()(()()())()),)
((()()()()()(),))
(()((())((()(()))(,))))
(()(()())((()))()(,))
,
((()())(,))
(()((()))((,)))
(((()()())()(()()())),)
(((()))()()(((())()(,))))
((),)
(()((())())(),)
((()())()()()()()(())(),)
(()()(())()(()())((,)))
(()()()()(,))
(()(())()((())(()()()()()(,))))
(()()(()()())()((()),))
(((()())(()()()())(()()(()(),))))
(()()(()(,)))
((((()))()()()()(,)))
((()())(()(()()))(())((,)))
((()())(())(()())()()((()(())))(()),)
(()(((()))(,)))
(()((()))()((()()))()((,)))
(()()(,))
(((()))(()(()()))((()((,)))))
,
(()(())(())()((())()(()),))
((()())()(,))
((((()))()()())()()(,))
((())()()()()()(,))
((()()())()(()()(),))
(()(())()()(())((()()()))(()(),))
(()(((())()())()(()(()())()))(),)
((()()(()()))()()()(,))
(((()())(())(()())())()((())()()),)
((()()())(()()(())()((()),)))
,
(()()(()())(),)
(()((),))
((()())((())()())()()()()(),)
(()(())(())()()(())(())()((())),)
,
(((())()((),)))
(()()()(())()()(()()(()()(()),)))
(()(()())()((()())()(()(,))))
((()()()()(())())()(),)
(()(())(())((()))()()(())()((,)))
(()(())(((()))())(()())((),))
(()()(((())()))(,))
(()((())()()),)
,
((()())()(()())(())(,))
((()(()()()))()((()(()()(),))))
((()())()(()((()))()()())(,))
((((()())))(),)
(()()()()(((())),))
(()()()(())()((())(),))
(((())(()()()))(),)
((()()()(()())())()((),))
((())(())(())((()))(())(())(()(),))
((()())()(()()(()))(()()())()(,))
(()((())((()()))()()())(()()(,)))
((()()()()())(,))
(()()()()()()((())()()()),)
((())()()()()()()()()(,))
((()()(()()(()))()()()())((),))
(()((())(())()()(()))(())((),))
(()()()(())(,))
((,))
((((()())))()(())()()(()()),)
((())((())(()))(()()(())),)
((()()()()()()(()()(),)))
(()((()()()())),)
(()(()())()(()()())(),)
(()(()())()()()()(,))
(()(()()()(,)))
(()()((((())))(()))((())()()(),))
(()(()()()),)
((()()()()())()((())()(())()())()(),)
((()())(())()()(()),)
((()()((())(()())())()()(())()(,)))
,
(((())(((())()()))(()())()()()()),)
(()()(()(()))((),))
(((()())()()()()(()(,))))
((()())(()(,)))
(()()(())((()))()()(,))
(()(()(()())()())()()((((),))))
(((()))()(()()()())(()()(,)))
((()((()))(()(()()())()(()),)))
((()(()(()()())(())())(,)))
(()((())(())()())()((,)))
(((())()((()())()()()))()()()()()(,))
(()()(())()(())(,))
((())(()()()(()),))
(()(()(()))(())((),))
(()(()())(,))
((()()(,)))
((()(())())()((()()(())))()()()(),)
(()()()()()(())()(())()(),)
((())((()()(()(()))(()()),)))
((()(),))
(()()()((()(()))())(()())()(),)
(()()(()()()())((())()(()),))
(()()(())()()(())()((),))
((()())()()(()())()()(,))
,
(()(())()()(())()()()((,)))
((()())(())()((),))
(()((((()()()()()))))(,))
(()()(()())()()()(())(())((,)))
(()(((())))(()()()),)
((()()()())(()())(((,))))
,
(()(())(()(())(,)))
(()(),)
(()(()())()(())(,))
((()()()())((()))(())()(,))
(()(()()()()()()())()(())(,))
(()()()()()(())()()()()()()(),)
((()()(()())()(,)))
,
((()()())()(),)
(()()((())())()(()(())())()()(,))
(()(,))
(()((())()()())()((()(,))))
((())()()((),))
((())(())()(())()(()())()(),)
(()()((()()()())(())())(),)
(()()(())(()())(()()(((),))))
((()(()())())(,))
(((()(()))(())()()((),)))
(()((())(()())()((),)))
(()()(()(())(())()()()()()()()()()),)
(()()((()()())()())()(((,))))
(((())((()())())(()))((),))
,
((())(())()()(()())(),)
(((())(()))()()(()(),))
(((()()(),)))
(()(()(,)))
(()()(()()()()(),))
(()(()()()()(()))(())(())((())),)
(()((()()()()()())()(())(,)))
(()()(()()(),))
(()(()(()()(())()()(())),))
(()()((()))(())(())(((,))))
((((()))()()())()((,)))
(()()((()()(()(())()()())),))
(,)
((()()())(())(()(()()))()(,))
(((())(()))()(()())(())()(,))
(,)
(()(()()(()))(()()(),))
(()()()(()(())(,)))
((())(((),)))
(((())())(())()()()(())()(,))
,
(()()((())()())(())(((())(,))))
(()()(())()(())()()()()()((,)))
((,))
(()()()(()())()()()()(,))
((()(())())(()())()()(,))
(()()()(())((((()))),))
(()(((()())))((()())((()),)))
(((()(()()))()()()(,)))
((())()()()(()())(,))
,
(()(())()()(),)
((((()))()())()()()(((,))))
(()(())((()())(())())(()),)
(()()((()))()((,)))
(()()()(())()((()))(((())))(()(,)))
(()()()((,)))
(()()()()()(())(,))
((,))
(()(())(()()()(()())())(()()((,))))
(()()()(())()()()((),))
(()()(((,))))
(((()()()()()((())()(,)))))
,
(((())((()),)))
(()(())()(())(()())()((),))
(()()()()()(()()(),))
((())()((()))((()()(())()()(,))))
((()(()()))((),))
,
((())()((()))()(())(((()))(,)))
((((())(()(()))))()()(())()(),)
((()(()()()((()(()))()))()((),)))
((()()()((()()(())))()(())()())()(,))
(()(())()(((),)))
((()()())()()()(())((()(()()(),))))
((()(((())()())()(())()((())())(),)))
(()()()()()(())()(()()()())(,))
(()()()()()()()()()((()))(),)
(()(()(()()(())()()())())(())(,))
(((()())())(()),)
(()(,))
((())()((,)))
((()()())(())()(()())()(,))
(((())()()()(())),)
,
((())(())(())()()()((())()(())(,)))
(()(()()()()(,)))
(()()(),)
((),)
(()()(())()()(,))
(((()()()(())))()((()))((),))
(()()()(,))
(()(())()(()()())(())(())()((),))
((())()((())(()()())(())(()(,))))
(()()(()(())()()(())((()()(),))))
((,))
((())()(()()()()()()(()))((),))
((())(()()()())(),)
(()()()(()()(()()(),)))
(()(())(())()()(()()(()),))
(()()()()(()()()()()())((),))
(()((()))()(())(,))
((()(())()(()()())(())()()),)
,
((()(()())(())()()())(()()())(()((,))))
(()()()()(())()(())(()(())(),))
((()()(()()()((),))))
(((()(()(()()()))())(,)))
(()(())(()()(())()()()()(),))
(()()()(()(()(())))(())(()(())(),))
(((()))()()(())(())()()()(,))
(()()()(())()(,))
((()())(()(()(()))()()(,)))
(,)
,
(()()()()()(())(()())()()((())(,)))
(()(()()(((()())())(,))))
(()()()()(()()(,)))
(()((())(),))
(()()(()()()()(())()((()))()(,)))
(()((())(()())())()(((()))(()),))
,
,
((()()()())()(,))
(()()()()()((()(())()(),)))
((())()()(()())()()(,))
(()((()()()))()(()()()(())(),))
(()()(((())()(())(),)))
((()((()))()()()())()(()())(,))
(()(,))
(()(())()(,))
(()((()()()))()(()())(,))
((())((()))(((())((,)))))
(()(())((()())()(,)))
((()())()()()(()())(()()()(()(),)))
(()()(()()())(,))
(()()()((,)))
(((()()()(()()))()()),)
((()(())()())()()()()(,))
(((())())(()(())())()()(),)
(()(()()(((()()))(()))())()()()((),))
(()((()))()()(())(,))
(()((()(())()()()),))
(()()()(())(())(())(((),)))
,
(()(()())()(),)
(,)
(((,)))
(()()()()(())()(()()()),)
(()()(())()()()()(())((),))
((())()(())((())(),))
(()(()(())()(()(())())(()(),)))
,
((())((()(()))())()(()(()()()()(),)))
((())(())(()(()()())()(),))
(()(())(((())(()(()))))()()(()()()(,)))
(()(((())(()())(()))()(),))
((())((),))
((())()()(()()())()()()()()((()()(),)))
(()()()((()())(()))()(()(,)))
(()()(()(()()()()(,))))
((()(((,)))))
,
(()(())()()((())())(())(((),)))
(((()())(()))((()())(),))
((())(()()(),))
(()()()((,)))
((()()((())()(()(()))())),)
((()())(())(()())(())()()(())((),))
(()(()())(())(())()()()(,))
((,))
((()()())(())()()((()()),))
(()()(()())()(())((()(())))(,))
(()(())(((()))(()))()()(),)
((()()()(,)))
((((()())))(())()()()(()(,)))
((()()())()(())()()()(),)
(()()(())(())()((())()((())))()(()(,)))
(((()()))()()()(()),)
(()()(())()()()()()(())(),)
((()()()()()((())()()))()()(),)
(()((())()(((())))())((),))
(()((())(())(()))()(()())(())()(,))
(()()((()())(())())()()(())(())(),)
(()(())(((()())())(())),)
(()()(()()(())(())()(()(()())))(),)
,
(()()((()(())()()())(())(),))
(()()()()(()(()),))
,
(((()))()()((())()),)
(()()()()()()()(()()())(()(),))
(((())()),)
((())()()(())()()()(()()()()())()(),)
((()()),)
(()()()()()()()(()()())(()(),))
((()()(()))(())()(,))
((()(())(()))((()()())()(()()),))
((())()()()(()()())(()()((()),)))
(,)
,
(()()()()(()())((())())()()(),)
(()(()((())))(()()())((,)))
(()()()(())(()()(,)))
(()()()()()()((),))
(()()(()(()()))()((()()()),))
(((((())()))())()((()())(()))(())(,))
(()(()())()(())(()()()())()(,))
((())()()()(()()()())()(((),)))
(()()()(()(()))(())(()((),)))
((()()((()))())(()()()())()((()())(,)))
(()(())()(()()(),))
(()(())(())()(()())(()())()()(),)
(((()))()()(()(())())(())(()),)
,
(()()()()(()())(((),)))
((()(())())(()(())()),)
((((()()())))(()())()()(())()(())(,))
((()(((()))())()()(()()),))
(()(())()()((),))
(()(()(()),))
(()()(()()(()))(((),)))
((())(,))
(()(),)
(()()()()(())()()((()))(()),)
(()()(())(()())((())()())()(),)
,
,
(()()(()())((())((,))))
((()())(()())(()),)
((())()()()()(())(()(,)))
(()()()()(()()()((),)))
(((())()(()()())()()(()()()))(,))
((()(()))()((,)))
(()()()(())(,))
((()()()(())()()()()()(,)))
(()()((((())(()()())())))(()),)
(()()()((()))()((())())(()())(),)
((())()()(((())),))
(((())())(())()(()(,)))
(((()())((),)))
(()(()()(()())((()))()()((),)))
,
((()(())())()(())()()()()(,))
(()(()(()()))()()(),)
(()()(),)
((()())((()())()()(()),))
,
((()(())()(())()()())()(),)
(()()()()()()()(((,))))
(((()(())),))
,
(()(((())()()))()()(,))
(()(()()())()()()(()(())(()()))((,)))
(()(()(((())))()()())(,))
,
((()()())()(()())()(,))
(((()())()())(()()()(),))
(,)
(()(()(()()(),)))
(((,)))
((()),)
(()((()()))()()()(()(()()),))
(()(()())(()()(()())())()()()((,)))
((()(())((()))())()((,)))
((()(()))(())()(())(())((,)))
(()(((())))()(,))
((()(())(()())()()()()(),))
(((,)))
(()()(())()()()()(()()(()))(),)
(()(())()()((((())))()(()))(())()(,))
((())()(((()))(())()())(),)
(()()()(()()()(()()())()(())(()()(),)))
(()()(()())((()))(()()(())(),))
((()()),)
(()()()(),)
(()()(())(()()(()()))()()(()),)
((())()(())(())((,)))
((())(()()((()()())()()))()(()())(),)
(((())()(),))
((())(())(()()(())((,))))
(()()(()())((())()(())(()(()(),))))
((()(()))((),))
(()()()((()))(()((,))))
(()(())()()()(())()()(())((),))
(()(,))
((()(()))()((()))(((())))(())(),)
(()()(()((()()()))()(())((,))))
(((())()())(()()()(()))((,)))
(()(())()((()))(()()())()(),)
((()(())()((()()))(,)))
(((()))()(()())()()()((()))()(()()(),))
,
((())()((()())(),))
(((()))(()()()(((),))))
((())((,)))
((,))
((())(()())(()())((()()())(,)))
((())(),)
(((()))()()(((,))))
((,))
(()()()()()(()(())(()(,))))
(()()(())(())(())()()(,))
(((()(())()()))()(,))
(()()()(()()()())(()()(()),))
((),)
,
((()())(())()()()(()()())(,))
(((,)))
((()(()())),)
,
(()()(((()))(()()(),)))
(((()())(())(()())()(()(,))))
(()(())()(()(,)))
(()()(()())()(()())(),)
(((()()()())()(,)))
(()()()()()()()()(,))
(()()()()()()((()))((()))()(,))
(()(())()(,))
,
((()(())(,)))
(((()(()))()((()())()(),)))
(((()(()(()()())())()))(((),)))
(((()))()()()(()()(,)))
(()(()())((()(())()(())),))
(()()(()(()))(()())()(())()()()()(),)
(()((()())())(()),)
(()((())(),))
(()(()())()((())()(()))(,))
(((()())),)
(((((,)))))
((()()())()(())(()()()(()))((,)))
(()(()()()((()(())))),)
(()()()((()()()))()()(,))
(()()()(())(())()(())((()())(())),)
(()((())(())())()()(,))
(()(())()(()())()()((()),))
((()())((),))
(()(()),)
((()())()()()((())()),)
((())()((())(()())),)
(()()()(()()(((),))))
((()()()()()()()(())(()()),))
((((()())()()())(()()(),)))
(((())((())),))
(()(,))
((()()(()()),))
(()(()(()())())()(,))
((()(()))((()()()),))
(()(()()(())()(),))
(()(,))
((()((()))())((())(()))(,))
((())()(())(()),)
(()()()(())()(())(())()()()(),)
,
((()((())()()()))(()())(()(),))
((())()()()()((())()())()()(()(),))
(()((),))
(()(())(()((()))(()()()))(,))
(()((()()))()(())()()()(()()()),)
((()()((),)))
(()()()(())(()((())))(()()(,)))
((())(())(()())()()(),)
((())(())(())()(()()),)
(((),))
((())(()()(()()))()(())((),))
((((())()))()((),))
((()()()()(())()())()((())()())(),)
(()((,)))
(((()((())(()))(),)))
(()()()()()()()()()()()()(,))
((()()()()())()()()(()(,)))
(()((()()()()()(()()))()(())())()()(,))
((()()()())(,))
((()(()()(())())(())),)
(()()()()()()()((),))
(()()()(())()()()()()()(),)
(()()()()()(()((),)))
((())(()((())))()(()((()))),)
(()()((())()(()(,))))
(()()(()(,)))
(()()((())),)
(()()(((())))(()(())())()((),))
(()()()((())(()()()))(),)
(()((())()()()(())()((,))))
(()()(()()()(,)))
(((),))
(((())()()()()(()(()()(),))))
(,)
(((()((())()))())(,))
(((()))()(()()())(,))
(()()(()()()())()(),)
(()()()(())()()((()(()),)))
((()())(())()()()(())((,)))
(()()(())()(((())((())))(((()(),)))))
(()(())()(())(,))
((()())()()()((()),))
(((()())(()(())()))()()(()()()(,)))
((()())()(()())(,))
(()(())(((())))(((,))))
((())()()(())(()()()())()(,))
(()()()(())()()()((())())(()(),))
(()(((()))()()()(),))
((()(()()(())()(),)))
(()()()(()(()()(()))())()()(),)
(()()(())((),))
(((())())()()(()())(())()()((())()(),))
((())(())()()(),)
(()((()(),)))
(()()()()()()(())(())(()()())(,))
(()(())()()((,)))
(()()()(()())()()()()(,))
(((()))()(())(,))
((())()()()(((,))))
(()()()()()()()(()())(,))
(()(()())()()(,))
((()())()()((()())())(,))
(((()(()()()()))(()))(),)
(()()()((())()())()(,))
(()()(()()()())((,)))
(()()()()()()((()))(),)
((())(())()()()((,)))
((()()())()()(()(()(,))))
(()(()()(()())())(,))
(()()()()()(())(())((),))
,
(()(()(())(())()()(())()),)
((()()()()(()()()))()((()()(()),)))
(()()((()))((),))
(()()()()(()(((())())))(()(())(),))
(()(()())()()()()()()(),)
((())(()(()),))
((()())()((),))
(()()((()))(,))
(((((()))))(())(()),)
(((((())())())())(())(),)
(()(()(())())()((()))(())()(()(,)))
(()((())()()()(),))
(()()()()((())(()()()()()))()()()(()),)
((()()()()((,))))
(()()()()(,))
((()())((()))()(())()(),)
((()),)
((()()(),))
(()(()()((())())()()(()),))
(()(())()(()())(()),)
(()()(()())((())(((())(())),)))
((()(())((()))()())((((),))))
(((()()))((()()())(()))(),)
(()(())()(())()((),))
((())()(())(,))
(()((()(()))())()()(())((()))()(,))
((),)
(()(((,))))
((())(()()(()()(,))))
(()()(())()(()()(()())(())()(),))
(()()(())()(,))
(()(()())()()()()()(((())),))
,
,
(()(,))
((())(()())(,))
(()()()()()(,))
(()()()(())((())((()))()(()())(),))
(()()()(,))
(()()()(()())(())()((()))()()(()()),)
((())()(())(())(())()()((()(,))))
((()()()(()()(,))))
((())(())()(()(()()(()())))()(()())(),)
(()((())(,)))
(()(()(())()((),)))
((())()(()()())(()()()()()(())),)
(((()()())((),)))
((),)
((())(())(()()(()())(())()()())(,))
(()()(,))
(()()()()(())(()())((()),))
(((()((()))(())()()())()())((()))(),)
(()()()()(,))
((()()())((()())()()()(()(())()))()(,))
(((())()((())(()((,))))))
,
(()()()()()()((()))()()()()(,))
((((()(())(),))))
(,)
(()()(),)
(()()()()()()(,))
(((()()(()))(()(,))))
,
(((()(()(()())()()(())))()(,)))
(((())),)
(()(()()(()))()(()(()))(()((),)))
(()(()()(()()()(()))()()())(,))
((()),)
((())(()(()()(())())())(),)
((()())((())())(()(())(,)))
(((())()()()())()()(())(()(),))
((()((())))()((())())(())(,))
(((()())(()())(())()()(,)))
(()(())()(())(()())(,))
,
((())()((()))()(())(())()(,))
(((()())())(),)
(()()()(()()()()())((()(())),))
(()()()(()()((()))())(())(,))
((())(())()((())()()()()()(())()())(),)
((()()()()()()()())((,)))
(()()(())(),)
(((())()(()))()((()),))
((()()())(()((())()))(())()(()),)
(()(())()()()()()(,))
(()(())()(()),)
(((),))
((())((,)))
((()())()(())((()),))
(()(()(()())(),))
,
(()()(())(()(()(())),))
(((())()()((()())))((()(()()),)))
,
(()(()(()()()))(()())()(())(),)
((()()()())(((())()))()((,)))
(()(()(((())))())()()((()((,)))))
(()()()()(()()()()(,)))
((())()()()(()(()(())()),))
(((()())()())()()()((()(),)))
(()()((()()))(()()())()(()())(()),)
(()((()))(()(())(()),))
((()()())(,))
(()((()()())())(())(())()(,))
(()()(())()(()()(()))()(,))
((()())((()()))(()()()),)
((()()(()),))
((())(())()()()(((()()()))(,)))
(()()(()(()))(()(())(),))
(()(((()(()))(()))()())()(,))
((()()()())(())((),))
(((()()(()),)))
(()(()())()()(())()(()(),))
((()())((()(()))(((,)))))
(()()()(())()()(()())(((())()(,))))
(()((())())()()()()()()()((,)))
(()()(()())(()((,))))
(()()(())()((()(()))(),))
(,)
(()()()()((())()),)
(,)
((((((,))))))
(((()))(()(())()),)
(()()(()(())()(()((()))(((,))))))
((())()(,))
((())()(()(()))(()(()(),)))
(()()(())(()()())((())(((),))))
(()(,))
((())(())()()()(()(),))
(()((()))(())(())(),)
(()()(()()())(),)
(()(()())()()(),)
(()()()(()())(())()(()),)
((()()()()())()()(),)
(()()()(((()))()()(,)))
(()()()(()()()()()(()()(()))()(())(,)))
(((()())((())()()()())),)
(()(()())(())(())((((())())()()),))
(((()())()((,))))
(()()()(),)
(((()))(())(,))
(()()((())(()())())(,))
(()()((((())())()(()()()())),))
(()()()()(()(()))(,))
(()(()())(((()()()))((,))))
(()(())(()()())()((()))(()),)
(()(()(()()()()(),)))
(((())()()(()(())()((,)))))
(()()((()(())()()()),))
((())((()())()(()))()(),)
((())(()()()()())()()()(())(),)
(()(())()()(((()()))((,))))
,
((()(()()())(()),))
((())()((()))()(()),)
((()())(()(()()()))()((),))
(()()()(()()())(()(()(),)))
(()()(())()(())()()(())(()(()(()))()),)
(()()((())())()()((()))(,))
((()())()((()())()())()((,)))
((()()())()()(()()(()()))()(())(),)
((()(()())(()()()),))
(()(((())(()(()))())())()(,))
(()()((())()((()))())(()(),))
(()()()(),)
((()()((())((),))))
(()(()()((()(()())())())),)
(()(())(()()()((),)))
(()(()(()(())(())()(),)))
((())()()()()((()))(())(,))
((())()(()(()))()((,)))
((()(())(()))((())()(()))(,))
,
(()()()(()()())()(()()(,)))
(()((()))()()(())(()(()()())()()),)
(()((()))(())(()()()(())()()()(())(),))
(()(()(()))(()()())(()),)
(()()()()(()()(,)))
(()(((())(()))()()((,))))
(()((,)))
(()()()(()())()()()((()()))(),)
((()((())()(()())()()())),)
,
((())()(()()())()(())((,)))
,
(()()((()(())))((()))((()))()()()(),)
(()()((()(()())))(())(()()(),))
((()())(()(()(()())())(()()()))()(),)
(()(,))
,
((()),)
((),)
(()()(,))
((()()())()(()(),))
(()()()(()(())()(,)))
(()()((())())((()()()())()())(),)
(()((())(())())()()()()(())()()(),)
((()())()(())()(((()()()))(()))((,)))
(()()()()(()(()),))
(()()(()()()()(,)))
(()(()(),))
((()())((()))()((()()))()(()(,)))
(()()(((())),))
((((,))))
((())()()((()()()(,))))
(()()()()(()())()()(),)
((()((()()(()))())(()()))()(()(,)))
((())(())((())()())()(()())()(()()),)
(()(())()()(()(())()())()()()()()(),)
(()(())()()(()()()(())(())()((,))))
((),)
(()((()))()(,))
(()()()()()()(()())(()()()()(,)))
(()()()(()()())()()(()()()())()()(,))
,
(()()(()()())(((()()))(),))
(()()((,)))
((())()()()(()()()()(,)))
(()()()(())((,)))
((())()(())(()())((()(())()))()()(),)
(((()))((()))()(())((()))()()(()),)
((())(((())(()))())()(())(,))
(()(())(()())(()()(((,)))))
(()()()()(())(())()(())(,))
(()()(())(()()()(())())(,))
((()()(())()())()(()(,)))
((()()())()()()()()(,))
(()()()()((,)))
(()()()()((())(())())()((),))
(()(())(((())))()((()())()((,))))
(()(()())()(()()()())()(,))
((())()((((()())))(()()(,))))
(((),))
((()(())()()()((()(()()))))((),))
(()()((()(()()))()()(())()(),))
(((()()())())(())(),)
(()()()()()(())()(,))
(((()))()(())(),)
((())((()))((()((),))))
(()()()(()()(((())()())(),)))
(()()()(()()())(,))
(()(())()()()()(,))
((()()()())((())())(()()(()))(),)
(()()()()(()()(((()))),))
(()((,)))
(((())()()())()((()),))
((()()())()(()(((()))))(),)
((()())()()(()(,)))
((()())()()()(())((),))
(((),))
(()((())())()()((()()()()())(,)))
((((()),)))
((())(((())))(())(,))
(()()((()())()()()())(()()((),)))
,
,
(((()))(((())())()),)
(()()(()(()))((())())(()),)
(()((())()()()(()))((()())(),))
((()()())()()((())()(()))(,))
(()()(()(()),))
(()()(()())()((())),)
(()((())(())()()())()((())(),))
,
(()()()()()(())()(((())))()(,))
(()(((())((()))()))()((,)))
(()(()()())()(())(())()()(,))
(()()()()(())(()())()(((),)))
(()(())(())()()((())()())(((,))))
(()(())()()()((()))()(,))
(()()(())(())(()()()((())(()())())),)
(()()(((()()())))()(((,))))
(()(())()(),)
(()(,))
(()()()(()()())(())(()())(())()(,))
((())()(()(((,)))))
(()(()()())()(())((()),))
(()(()()()(())),)
(()()((())())()()()(()())(())(),)
(((()(()(()))(()))(()),))
(()()(())((()()))(())(())()()(())(,))
((()())()((()))()((()))((()())()()),)
(()(()()()(()))(())()((),))
(((()())(())())((())()())(())()((,)))
(((()()()))((()())()()(),))
((()())(()(()(()()())),))
(()(()()()()())(()(()),))
((())()()()(())()(,))
(()()(()())(,))
((())(()())()(((()))()(,)))
(()()()(,))
(()()(()(())()()()()()())()()()(()()),)
(()((((())()))())()((,)))
((()()()())()()(()(,)))
(()()()(),)
(()(()((()()))()())()()()(),)
(((())(())()(,)))
(()()()((((()))()))(())()()()(,))
(()()()((()((()))),))
(()()()()()()()(()(()),))
(()(()())(()(())(()())(,)))
(()(()()())()()(,))
(()((()()())())()()()((),))
(()()(),)
,
(()(())(()())()(((())(()())))(,))
,
(()(()(()()()())())(),)
(()((())()()()())()()((,)))
(()(())()()((()))(())(),)
((()())(())()()((())()())()(),)
((()(())(,)))
(((),))
(()()()((,)))
(()()()(()())(()()()(),))
,
((()()()())()()(()()()(),))
(()(((()))())((()()())(()(),)))
,
(((()()()())(()(())),))
((())(((()())()()()()()())(,)))
(()(()(()())()()),)
(()()(((())))()(()(()(,))))
((,))
(()()((()(,))))
(()()()(()(())()()()()()((,))))
(()()()()()(((()())))(,))
(()()(,))
,
((()()(())()()()(,)))
,
,
(()(()()()())()(,))
(((()))((())()(())),)
(()(()()())(,))
((())(()()())()()(,))
(()()(())(,))
(()()((()()())(((()))()))()(()(()))(),)
(()((())()()())()(()())(),)
(((()())(()(()(),))))
((())(()((()))(()))()((,)))
(()(()),)
(()(())(()())()(())(,))
(()()()(,))
,
(((())(())()()()()()(((,)))))
((((()))()()()()())()((),))
(()()(())(()())()()()(,))
((()(()())((()()()))())()(()(())())(,))
,
(()()()((,)))
((()()())(()()(((())()())))(,))
,
((()(())())()(())(),)
((()()()(()))()(,))
(()(),)
((())()()((())(,)))
(((())()())((())(,)))
((())(()(()))()(())((()))()()()((,)))
(()()(())()()(),)
(()()()(()(()(,))))
(()(())((()())()((),)))
(((())(())()()((())(),)))
(()()()(()())((((),))))
(()()(((()))(()(())),))
(()(()((()())()())()((()()(),))))
(()((()(())(()()((()))())()()))(,))
((((()())()())(),))
((()(())()()(())()()(()()()())(),))
((())()((),))
(()()()((()()(()())((()(()))(,)))))
((()())(())()()()()(()()()())(),)
(()()()(()()(()))(()())()(,))
((()((())(()))(((,)))))
((())(()())(())()((),))
((()())()(()()),)
(()()(()(()))(((())))()()()((,)))
(()()(()())()()((())),)
((()(())(()())()()())()(),)
(()()(,))
(((()()())(()()))(()()())(,))
((()()(()(()()(()()))()(),)))
(((())(()()))(())(()(),))
((()()())(())(()(())(()(),)))
(()()(()(())(())()()),)
(()()(())()()(())(),)
,
,
(()()(())()()((((()),))))
(()()(()),)
(((())()()(()())()()()(),))
(((()()()())()()()()())()(,))
(((()))(((()()())))()()(((())()()(,))))
(,)
((()()())(())()(((,))))
(()()((()()((((())))))()()())()(,))
(()()()(())()(())()()()()(),)
(()(()()()()())((())(())(,)))
,
((())(())()(()()(()))(,))
(()()()(((()))()())()(),)
(()(()(()(())((())()())))((),))
((()(),))
(()(()())(())()(),)
(()()()()()()(())()()(),)
(()()()()(()()(())()(),))
(()()(()(()()())()()()(()),))
((()(())()(()),))
(()(())((()()()()())(()((,)))))
(()()(())(())()()((())()()()()())(),)
(()(()())(()())((()))()(()),)
((())(()()()((()())())()((,))))
(((())(()(()())(()())))(,))
(()()()()(()(()))()(()((),)))
(()()()()()()(()(())())(),)
((()(())())(())()(()())()((()),))
((((())))(())()()(,))
(()()()((())())(()())((,)))
(()()()()()(())(),)
((()()(()))()()(())((())()(())(,)))
((())()()()()(()()),)
((()()((())())((())(,))))
((,))
(()(()())()(())(())()(,))
((())(()(())())(()())((())(())(),))
((())(()((()))((,))))
((()()()()(()()))((()))(),)
(((()()())()()(()())(,)))
(((,)))
((()(,)))
(()(()()(())())()((()(())),))
((()())(,))
(()((())()()()(),))
((())()()(()()()(())(()()))(),)
(()()(()((()()(()()))))(()(),))
(()()(())()((),))
(()()(())()()()()(((,))))
,
((()()())()()()(,))
((())()((,)))
(()()()(()())(((,))))
((())(())()(()((())),))
,
((()())(()()(,)))
(()()(())(),)
(((()())()(()(())())()()()()(,)))
((()((()()(()))())(()))()(,))
